rid,Season,STORMNAME,YYYYMMDDHH,TY,LAT,LON,VMAX,ty_year,tyid
668,2015,NOUL,201505110900, TS,22.6,123.1,75,noul2015,5
669,2015,NOUL,201505111200, TS,23.4,123.6,70,noul2015,5
670,2015,NOUL,201505111500, TS,24.5,124.6,70,noul2015,5
671,2015,NOUL,201505111800, TS,25.6,125.6,65,noul2015,5
672,2015,NOUL,201505112100, TS,26.8,126.8,65,noul2015,5
673,2015,NOUL,201505120000, TS,28,128.4,65,noul2015,5
674,2015,NOUL,201505120300, TS,29.2,130.3,60,noul2015,5
675,2015,NOUL,201505120600, ET,30.4,132.2,0,noul2015,5
676,2015,NOUL,201505121200, ET,34.3,138,0,noul2015,5
677,2015,NOUL,201505121800, ET,38.2,142.2,0,noul2015,5
678,2015,NOUL,201505130000, ET,42.6,145.3,0,noul2015,5
679,2015,NOUL,201505130600, ET,44.2,147.9,0,noul2015,5
680,2015,NOUL,201505131200, ET,45.1,150.9,0,noul2015,5
681,2015,NOUL,201505131800, ET,45.6,153.6,0,noul2015,5
682,2015,NOUL,201505140000, ET,46.1,157.2,0,noul2015,5
683,2015,NOUL,201505140600, ET,46.8,160.3,0,noul2015,5
684,2015,NOUL,201505141200, ET,46.8,162.8,0,noul2015,5
685,2015,NOUL,201505141800, ET,47.1,165.8,0,noul2015,5
686,2015,NOUL,201505150000, ET,47.6,168.8,0,noul2015,5
687,2015,NOUL,201505150600, ET,48.3,171.6,0,noul2015,5
688,2015,NOUL,201505151200, ET,49,174.4,0,noul2015,5
689,2015,NOUL,201505151800, ET,49,176.8,0,noul2015,5
690,2015,NOUL,201505160000, ET,48.7,178.1,0,noul2015,5
691,2015,GONI,201508131800, TS,12.2,151.1,0,goni2015,4
692,2015,GONI,201508140000, TS,12.3,150.4,0,goni2015,4
693,2015,GONI,201508140600, TS,12.4,149.9,0,goni2015,4
694,2015,GONI,201508141200, TS,12.7,149.1,0,goni2015,4
695,2015,GONI,201508141800, TS,13,148.2,35,goni2015,4
696,2015,GONI,201508150000, TS,13.5,147,45,goni2015,4
697,2015,GONI,201508150600, TS,13.8,146.4,45,goni2015,4
698,2015,GONI,201508151200, TS,14.2,146,50,goni2015,4
699,2015,GONI,201508151800, TS,14.4,145.4,55,goni2015,4
700,2015,GONI,201508160000, TS,14.7,144.8,60,goni2015,4
701,2015,GONI,201508160600, TS,15,144.2,60,goni2015,4
702,2015,GONI,201508161200, TS,15.5,143.6,65,goni2015,4
703,2015,GONI,201508161800, TS,16,142.7,75,goni2015,4
704,2015,GONI,201508170000, TS,16.5,141.7,85,goni2015,4
705,2015,GONI,201508170600, TS,17,140.5,95,goni2015,4
706,2015,GONI,201508171200, TS,17.3,139.2,95,goni2015,4
707,2015,GONI,201508171800, TS,17.7,137.8,95,goni2015,4
708,2015,GONI,201508180000, TS,18.2,136,95,goni2015,4
709,2015,GONI,201508180600, TS,18.6,134.6,95,goni2015,4
710,2015,GONI,201508181200, TS,18.7,132.9,95,goni2015,4
711,2015,GONI,201508181800, TS,18.8,131.2,85,goni2015,4
712,2015,GONI,201508190000, TS,18.9,129.9,85,goni2015,4
713,2015,GONI,201508190600, TS,19,128.4,85,goni2015,4
714,2015,GONI,201508191200, TS,18.9,127.3,90,goni2015,4
715,2015,GONI,201508191800, TS,18.9,126.1,90,goni2015,4
716,2015,GONI,201508200000, TS,18.8,125.3,90,goni2015,4
717,2015,GONI,201508200600, TS,18.9,124.7,85,goni2015,4
718,2015,GONI,201508201200, TS,19,124,85,goni2015,4
719,2015,GONI,201508201800, TS,19.1,123.2,85,goni2015,4
720,2015,GONI,201508210000, TS,19.2,122.9,85,goni2015,4
721,2015,GONI,201508210600, TS,19.3,122.4,85,goni2015,4
722,2015,GONI,201508211200, TS,19.3,122.3,80,goni2015,4
723,2015,GONI,201508211800, TS,19.6,122.5,80,goni2015,4
724,2015,GONI,201508220000, TS,20.1,122.6,80,goni2015,4
725,2015,GONI,201508220600, TS,20.7,122.7,80,goni2015,4
726,2015,GONI,201508221200, TS,21.3,123.1,80,goni2015,4
727,2015,GONI,201508221500, TS,21.9,123.2,80,goni2015,4
728,2015,GONI,201508221800, TS,22.4,123.2,80,goni2015,4
729,2015,GONI,201508222100, TS,22.8,123.3,80,goni2015,4
730,2015,GONI,201508230000, TS,23.1,123.3,80,goni2015,4
731,2015,GONI,201508230300, TS,23.5,123.4,80,goni2015,4
732,2015,GONI,201508230600, TS,23.8,123.5,85,goni2015,4
733,2015,GONI,201508230900, TS,24.2,123.8,90,goni2015,4
734,2015,GONI,201508231000, TS,24.3,123.9,90,goni2015,4
735,2015,GONI,201508231200, TS,24.5,124,95,goni2015,4
736,2015,GONI,201508231500, TS,24.8,124.2,95,goni2015,4
737,2015,GONI,201508231800, TS,25.2,124.6,100,goni2015,4
738,2015,GONI,201508232100, TS,25.7,125.3,100,goni2015,4
739,2015,GONI,201508240000, TS,26.2,125.9,100,goni2015,4
740,2015,GONI,201508240300, TS,27.1,126.7,100,goni2015,4
741,2015,GONI,201508240600, TS,27.9,127.4,100,goni2015,4
742,2015,GONI,201508240900, TS,28.8,128.1,100,goni2015,4
743,2015,GONI,201508241200, TS,29.6,128.8,90,goni2015,4
744,2015,GONI,201508241500, TS,30.5,129.5,90,goni2015,4
745,2015,GONI,201508241800, TS,31.7,129.9,90,goni2015,4
746,2015,GONI,201508241900, TS,32,130.1,85,goni2015,4
747,2015,GONI,201508242000, TS,32.4,130.5,85,goni2015,4
748,2015,GONI,201508242100, TS,32.8,130.5,80,goni2015,4
749,2015,GONI,201508250000, TS,33.8,130.4,70,goni2015,4
750,2015,GONI,201508250300, TS,34.6,130.6,70,goni2015,4
751,2015,GONI,201508250600, TS,35.3,131,70,goni2015,4
752,2015,GONI,201508250900, TS,36,131.8,60,goni2015,4
753,2015,GONI,201508251200, ET,36.5,132.3,0,goni2015,4
754,2015,GONI,201508251800, ET,37.7,133,0,goni2015,4
755,2015,GONI,201508260000, ET,39.3,133.5,0,goni2015,4
756,2015,GONI,201508260600, ET,40.5,134.1,0,goni2015,4
757,2015,GONI,201508261200, ET,41.3,133.9,0,goni2015,4
758,2015,GONI,201508261800, ET,43,133,0,goni2015,4
759,2015,GONI,201508270000, ET,44.4,131.8,0,goni2015,4
760,2015,GONI,201508270600, ET,44.5,128.6,0,goni2015,4
761,2015,GONI,201508271200, ET,44.2,127.3,0,goni2015,4
762,2015,GONI,201508271800, ET,43.9,126.7,0,goni2015,4
763,2015,GONI,201508280000, ET,44,126.4,0,goni2015,4
764,2015,GONI,201508280600, ET,44.1,126.3,0,goni2015,4
765,2015,GONI,201508281200, ET,44.3,126.4,0,goni2015,4
766,2015,GONI,201508281800, ET,44.5,126.4,0,goni2015,4
767,2015,GONI,201508290000, ET,44.6,126.4,0,goni2015,4
768,2015,GONI,201508290600, ET,44.9,126.4,0,goni2015,4
769,2015,GONI,201508291200, ET,45.2,126.1,0,goni2015,4
770,2015,GONI,201508291800, ET,45.5,125.8,0,goni2015,4
771,2015,GONI,201508300000, ET,45.5,125.8,0,goni2015,4
772,2015,GONI,201508300600, ET,45.5,125.8,0,goni2015,4
773,2015,MUJIGAE,201509301800, TS,12.6,126.4,0,mujigae2015,8
774,2015,MUJIGAE,201510010000, TS,13.9,125.2,0,mujigae2015,8
775,2015,MUJIGAE,201510010600, TS,14.5,123.8,0,mujigae2015,8
776,2015,MUJIGAE,201510011200, TS,15.2,122.7,35,mujigae2015,8
777,2015,MUJIGAE,201510011800, TS,15.8,121.3,40,mujigae2015,8
778,2015,MUJIGAE,201510020000, TS,16.4,120.1,40,mujigae2015,8
779,2015,MUJIGAE,201510020600, TS,16.5,118.9,45,mujigae2015,8
780,2015,MUJIGAE,201510021200, TS,16.9,117.8,50,mujigae2015,8
781,2015,MUJIGAE,201510021800, TS,17.7,116.6,55,mujigae2015,8
782,2015,MUJIGAE,201510030000, TS,18.5,115.5,55,mujigae2015,8
783,2015,MUJIGAE,201510030600, TS,18.9,114.4,55,mujigae2015,8
784,2015,MUJIGAE,201510031200, TS,19.5,113.4,65,mujigae2015,8
785,2015,MUJIGAE,201510031800, TS,19.7,112.2,75,mujigae2015,8
786,2015,MUJIGAE,201510040000, TS,20.5,111.5,85,mujigae2015,8
787,2015,MUJIGAE,201510040600, TS,21.3,110.4,85,mujigae2015,8
788,2015,MUJIGAE,201510041200, TS,21.9,109.6,70,mujigae2015,8
789,2015,MUJIGAE,201510041800, TS,22.6,108.8,50,mujigae2015,8
790,2015,MUJIGAE,201510050000, TS,23.6,108.2,0,mujigae2015,8
791,2015,KOPPU,201510120000, TS,13.8,151,0,koppu2015,9
792,2015,KOPPU,201510120600, TS,14.4,148.9,0,koppu2015,9
793,2015,KOPPU,201510121200, TS,14.8,147.4,0,koppu2015,9
794,2015,KOPPU,201510121800, TS,15.5,145.6,0,koppu2015,9
795,2015,KOPPU,201510130000, TS,15.9,142.7,0,koppu2015,9
796,2015,KOPPU,201510130600, TS,16,140.5,0,koppu2015,9
797,2015,KOPPU,201510131200, TS,16,139.2,35,koppu2015,9
798,2015,KOPPU,201510131800, TS,15.9,137.7,35,koppu2015,9
799,2015,KOPPU,201510140000, TS,15.9,136.4,35,koppu2015,9
800,2015,KOPPU,201510140600, TS,15.7,135.1,35,koppu2015,9
801,2015,KOPPU,201510141200, TS,15.6,134,35,koppu2015,9
802,2015,KOPPU,201510141800, TS,15.5,133,35,koppu2015,9
803,2015,KOPPU,201510150000, TS,15.4,131.7,40,koppu2015,9
804,2015,KOPPU,201510150600, TS,15.5,130,50,koppu2015,9
805,2015,KOPPU,201510151200, TS,15.5,129,60,koppu2015,9
806,2015,KOPPU,201510151800, TS,15.5,128.1,70,koppu2015,9
807,2015,KOPPU,201510160000, TS,15.7,127.2,80,koppu2015,9
808,2015,KOPPU,201510160600, TS,15.6,126.2,85,koppu2015,9
809,2015,KOPPU,201510161200, TS,15.7,125.7,85,koppu2015,9
810,2015,KOPPU,201510161800, TS,15.8,125.1,90,koppu2015,9
811,2015,KOPPU,201510170000, TS,15.8,124.5,90,koppu2015,9
812,2015,KOPPU,201510170600, TS,15.8,123.8,95,koppu2015,9
813,2015,KOPPU,201510171200, TS,15.9,123.1,95,koppu2015,9
814,2015,KOPPU,201510171800, TS,16.1,122.1,100,koppu2015,9
815,2015,KOPPU,201510180000, TS,16,121.6,90,koppu2015,9
816,2015,KOPPU,201510180600, TS,16.1,121.4,80,koppu2015,9
817,2015,KOPPU,201510181200, TS,16.3,121.3,70,koppu2015,9
818,2015,KOPPU,201510181800, TS,17,120.6,60,koppu2015,9
819,2015,KOPPU,201510190000, TS,17.2,120.2,50,koppu2015,9
820,2015,KOPPU,201510190600, TS,17.8,120.1,45,koppu2015,9
821,2015,KOPPU,201510191200, TS,18.4,120.2,45,koppu2015,9
822,2015,KOPPU,201510191800, TS,18.7,120.4,40,koppu2015,9
823,2015,KOPPU,201510200000, TS,18.9,120.7,35,koppu2015,9
824,2015,KOPPU,201510200600, TS,19.1,121.2,35,koppu2015,9
825,2015,KOPPU,201510201200, TS,19.2,121.7,35,koppu2015,9
826,2015,KOPPU,201510201800, TS,19.2,122.2,35,koppu2015,9
827,2015,KOPPU,201510210000, TS,19.3,122.5,35,koppu2015,9
828,2015,KOPPU,201510210600, TS,19.4,122.7,0,koppu2015,9
829,2015,MELOR,201512100000, TS,7.1,145.2,0,melor2015,14
830,2015,MELOR,201512100600, TS,7.2,143.9,0,melor2015,14
831,2015,MELOR,201512101200, TS,7.6,142.5,0,melor2015,14
832,2015,MELOR,201512101800, TS,7.9,141,0,melor2015,14
833,2015,MELOR,201512110000, TS,8.2,139.6,0,melor2015,14
834,2015,MELOR,201512110600, TS,8.9,138,35,melor2015,14
835,2015,MELOR,201512111200, TS,9.3,136.9,35,melor2015,14
836,2015,MELOR,201512111800, TS,9.8,135.7,40,melor2015,14
837,2015,MELOR,201512120000, TS,10.2,134.5,40,melor2015,14
838,2015,MELOR,201512120600, TS,10.9,133.6,45,melor2015,14
839,2015,MELOR,201512121200, TS,11.2,132.2,55,melor2015,14
840,2015,MELOR,201512121800, TS,11.5,131.2,65,melor2015,14
841,2015,MELOR,201512130000, TS,11.9,130.3,70,melor2015,14
842,2015,MELOR,201512130600, TS,12.3,129.1,80,melor2015,14
843,2015,MELOR,201512131200, TS,12.4,128.1,85,melor2015,14
844,2015,MELOR,201512131800, TS,12.5,126.9,85,melor2015,14
845,2015,MELOR,201512140000, TS,12.5,125.8,95,melor2015,14
846,2015,MELOR,201512140600, TS,12.6,124.6,95,melor2015,14
847,2015,MELOR,201512141200, TS,12.8,123.5,80,melor2015,14
848,2015,MELOR,201512141800, TS,12.9,122.6,80,melor2015,14
849,2015,MELOR,201512150000, TS,13,121.8,85,melor2015,14
850,2015,MELOR,201512150600, TS,13.2,121.2,85,melor2015,14
851,2015,MELOR,201512151200, TS,13.4,120.6,80,melor2015,14
852,2015,MELOR,201512151800, TS,13.7,120.1,70,melor2015,14
853,2015,MELOR,201512160000, TS,14.1,120.1,65,melor2015,14
854,2015,MELOR,201512160600, TS,14.1,120.3,50,melor2015,14
855,2015,MELOR,201512161200, TS,13.7,120.3,45,melor2015,14
856,2015,MELOR,201512161800, TS,13.1,120.3,35,melor2015,14
857,2015,MELOR,201512170000, TS,12.5,120.1,0,melor2015,14
858,2016,SARIKA,201610130000, TS,12.9,129.4,0,sarika2016,26
859,2016,SARIKA,201610130600, TS,13.1,128.9,0,sarika2016,26
860,2016,SARIKA,201610131200, TS,13.3,128.1,0,sarika2016,26
861,2016,SARIKA,201610131800, TS,13.5,127.3,35,sarika2016,26
862,2016,SARIKA,201610140000, TS,13.6,126.7,40,sarika2016,26
863,2016,SARIKA,201610140600, TS,13.7,126.3,45,sarika2016,26
864,2016,SARIKA,201610141200, TS,13.8,125.9,55,sarika2016,26
865,2016,SARIKA,201610141800, TS,14,125.4,55,sarika2016,26
866,2016,SARIKA,201610150000, TS,14.3,124.6,65,sarika2016,26
867,2016,SARIKA,201610150600, TS,14.7,123.9,80,sarika2016,26
868,2016,SARIKA,201610151200, TS,15.1,123,85,sarika2016,26
869,2016,SARIKA,201610151800, TS,15.8,121.8,95,sarika2016,26
870,2016,SARIKA,201610160000, TS,16.2,119.8,75,sarika2016,26
871,2016,SARIKA,201610160600, TS,16.6,118.4,70,sarika2016,26
872,2016,SARIKA,201610161200, TS,16.8,117.2,65,sarika2016,26
873,2016,SARIKA,201610161800, TS,16.8,115.5,65,sarika2016,26
874,2016,SARIKA,201610170000, TS,17,114.3,60,sarika2016,26
875,2016,SARIKA,201610170600, TS,17.4,113.1,60,sarika2016,26
876,2016,SARIKA,201610171200, TS,17.6,112.3,60,sarika2016,26
877,2016,SARIKA,201610171800, TS,18,111.5,60,sarika2016,26
878,2016,SARIKA,201610180000, TS,18.6,110.7,60,sarika2016,26
879,2016,SARIKA,201610180600, TS,19.1,110,55,sarika2016,26
880,2016,SARIKA,201610181200, TS,19.7,109.3,45,sarika2016,26
881,2016,SARIKA,201610181800, TS,20.3,108.8,40,sarika2016,26
882,2016,SARIKA,201610190000, TS,21,108.4,35,sarika2016,26
883,2016,SARIKA,201610190600, TS,21.7,108.1,0,sarika2016,26
884,2016,SARIKA,201610191200, TS,22,108,0,sarika2016,26
885,2016,SARIKA,201610191800, TS,22.4,108,0,sarika2016,26
886,2016,HAIMA,201610141200, TS,7.4,144.5,0,haima2016,22
887,2016,HAIMA,201610141800, TS,8.2,143.6,0,haima2016,22
888,2016,HAIMA,201610150000, TS,8.8,142.9,35,haima2016,22
889,2016,HAIMA,201610150600, TS,9.1,142.1,40,haima2016,22
890,2016,HAIMA,201610151200, TS,9.5,140.7,45,haima2016,22
891,2016,HAIMA,201610151800, TS,9.7,140,50,haima2016,22
892,2016,HAIMA,201610160000, TS,9.9,139.6,55,haima2016,22
893,2016,HAIMA,201610160600, TS,10.4,139.1,65,haima2016,22
894,2016,HAIMA,201610161200, TS,11.3,138.7,70,haima2016,22
895,2016,HAIMA,201610161800, TS,12.3,137.8,80,haima2016,22
896,2016,HAIMA,201610170000, TS,12.9,136.7,85,haima2016,22
897,2016,HAIMA,201610170600, TS,13.4,135.5,90,haima2016,22
898,2016,HAIMA,201610171200, TS,13.8,134.5,95,haima2016,22
899,2016,HAIMA,201610171800, TS,14.4,133.3,100,haima2016,22
900,2016,HAIMA,201610180000, TS,14.9,132.1,100,haima2016,22
901,2016,HAIMA,201610180600, TS,15.4,130.7,105,haima2016,22
902,2016,HAIMA,201610181200, TS,15.6,129.1,110,haima2016,22
903,2016,HAIMA,201610181800, TS,16,127.5,115,haima2016,22
904,2016,HAIMA,201610190000, TS,16.1,126,115,haima2016,22
905,2016,HAIMA,201610190600, TS,16.7,124.7,115,haima2016,22
906,2016,HAIMA,201610191200, TS,17.3,123.1,100,haima2016,22
907,2016,HAIMA,201610191800, TS,17.7,121.5,90,haima2016,22
908,2016,HAIMA,201610200000, TS,18.4,120.1,80,haima2016,22
909,2016,HAIMA,201610200600, TS,19,118.8,75,haima2016,22
910,2016,HAIMA,201610201200, TS,19.8,117.4,70,haima2016,22
911,2016,HAIMA,201610201800, TS,20.6,116.6,70,haima2016,22
912,2016,HAIMA,201610210000, TS,22.1,115.6,60,haima2016,22
913,2016,HAIMA,201610210600, TS,23.2,115.1,45,haima2016,22
914,2016,HAIMA,201610211200, TS,24.3,114.7,35,haima2016,22
915,2016,HAIMA,201610211800, TS,25.9,115.5,0,haima2016,22
916,2016,HAIMA,201610220000, ET,27.4,116.4,0,haima2016,22
917,2016,HAIMA,201610220600, ET,28.9,119.4,0,haima2016,22
918,2016,HAIMA,201610221200, ET,30.2,121.4,0,haima2016,22
919,2016,HAIMA,201610221800, ET,30.5,123.1,0,haima2016,22
920,2016,HAIMA,201610230000, ET,29.9,126.1,0,haima2016,22
921,2016,HAIMA,201610230600, ET,29.4,129.3,0,haima2016,22
922,2016,HAIMA,201610231200, ET,29.4,133.5,0,haima2016,22
923,2016,HAIMA,201610231800, ET,29.5,136.6,0,haima2016,22
924,2016,HAIMA,201610240000, ET,29.2,140.2,0,haima2016,22
925,2016,HAIMA,201610240600, ET,28.9,142.5,0,haima2016,22
926,2016,HAIMA,201610241200, ET,28.7,145.2,0,haima2016,22
927,2016,HAIMA,201610241800, ET,28.3,147.1,0,haima2016,22
928,2016,HAIMA,201610250000, ET,27.5,146,0,haima2016,22
929,2016,HAIMA,201610250600, ET,26.7,144.9,0,haima2016,22
930,2016,HAIMA,201610251200, ET,26.9,144.7,0,haima2016,22
931,2016,HAIMA,201610251800, ET,27.1,144.4,0,haima2016,22
932,2016,HAIMA,201610260000, ET,27.3,145,0,haima2016,22
933,2016,HAIMA,201610260600, ET,27.8,145.4,0,haima2016,22
934,2016,NOCK-TEN,201612201200, TS,6.2,144.5,0,nock-ten2016,25
935,2016,NOCK-TEN,201612201800, TS,6.2,143.4,0,nock-ten2016,25
936,2016,NOCK-TEN,201612210000, TS,6.3,142.4,0,nock-ten2016,25
937,2016,NOCK-TEN,201612210600, TS,6.4,141.7,0,nock-ten2016,25
938,2016,NOCK-TEN,201612211200, TS,6.8,140.9,0,nock-ten2016,25
939,2016,NOCK-TEN,201612211800, TS,7.8,140,35,nock-ten2016,25
940,2016,NOCK-TEN,201612220000, TS,8.6,139.1,40,nock-ten2016,25
941,2016,NOCK-TEN,201612220600, TS,9.4,137.8,40,nock-ten2016,25
942,2016,NOCK-TEN,201612221200, TS,10.2,136.3,45,nock-ten2016,25
943,2016,NOCK-TEN,201612221800, TS,11.1,134.8,55,nock-ten2016,25
944,2016,NOCK-TEN,201612230000, TS,11.7,133.3,55,nock-ten2016,25
945,2016,NOCK-TEN,201612230600, TS,11.9,132.1,70,nock-ten2016,25
946,2016,NOCK-TEN,201612231200, TS,12.6,131,80,nock-ten2016,25
947,2016,NOCK-TEN,201612231800, TS,13,129.9,85,nock-ten2016,25
948,2016,NOCK-TEN,201612240000, TS,13.1,128.9,95,nock-ten2016,25
949,2016,NOCK-TEN,201612240600, TS,13.3,128.2,105,nock-ten2016,25
950,2016,NOCK-TEN,201612241200, TS,13.4,127.5,105,nock-ten2016,25
951,2016,NOCK-TEN,201612241800, TS,13.6,126.7,105,nock-ten2016,25
952,2016,NOCK-TEN,201612250000, TS,13.5,126,105,nock-ten2016,25
953,2016,NOCK-TEN,201612250600, TS,13.5,125.1,100,nock-ten2016,25
954,2016,NOCK-TEN,201612251200, TS,13.5,124,100,nock-ten2016,25
955,2016,NOCK-TEN,201612251800, TS,13.5,122.8,85,nock-ten2016,25
956,2016,NOCK-TEN,201612260000, TS,13.6,121.4,85,nock-ten2016,25
957,2016,NOCK-TEN,201612260600, TS,14.1,119.7,70,nock-ten2016,25
958,2016,NOCK-TEN,201612261200, TS,14.4,118.4,70,nock-ten2016,25
959,2016,NOCK-TEN,201612261800, TS,14.8,117,65,nock-ten2016,25
960,2016,NOCK-TEN,201612270000, TS,15,116.3,60,nock-ten2016,25
961,2016,NOCK-TEN,201612270600, TS,14.7,116,50,nock-ten2016,25
962,2016,NOCK-TEN,201612271200, TS,14.2,115.5,40,nock-ten2016,25
963,2016,NOCK-TEN,201612271800, TS,13.3,114.7,0,nock-ten2016,25
964,2016,NOCK-TEN,201612280000, TS,13,113.3,0,nock-ten2016,25
965,2016,NOCK-TEN,201612280600, TS,11.9,112.3,0,nock-ten2016,25
966,2016,NOCK-TEN,201612281200, TS,11.2,111.4,0,nock-ten2016,25
967,2018,MANGKHUT,201809070600.00, TS,12.4,166.7,25,mangkhut2018,11
968,2018,MANGKHUT,201809071200.00, TS,12.8,165.5,30,mangkhut2018,11
969,2018,MANGKHUT,201809071800.00, TS,13,163.9,35,mangkhut2018,11
970,2018,MANGKHUT,201809080000.00, TS,13.6,162.3,35,mangkhut2018,11
971,2018,MANGKHUT,201809080600.00, TS,14.3,160.8,40,mangkhut2018,11
972,2018,MANGKHUT,201809081200.00, TS,14.8,159.1,45,mangkhut2018,11
973,2018,MANGKHUT,201809081800.00, TS,14.9,157,55,mangkhut2018,11
974,2018,MANGKHUT,201809090000.00, TS,15.1,154.9,65,mangkhut2018,11
975,2018,MANGKHUT,201809090600.00, TS,15.1,152.9,75,mangkhut2018,11
976,2018,MANGKHUT,201809091200.00, TS,15.1,150.9,75,mangkhut2018,11
977,2018,MANGKHUT,201809091800.00, TS,14.7,149.1,80,mangkhut2018,11
978,2018,MANGKHUT,201809100000.00, TS,14.5,147.4,80,mangkhut2018,11
979,2018,MANGKHUT,201809100600.00, TS,14.3,145.7,90,mangkhut2018,11
980,2018,MANGKHUT,201809101200.00, TS,14.1,144.2,100,mangkhut2018,11
981,2018,MANGKHUT,201809101800.00, TS,14,142.6,110,mangkhut2018,11
982,2018,MANGKHUT,201809110000.00, TS,14,141.2,120,mangkhut2018,11
983,2018,MANGKHUT,201809110600.00, TS,14,139.7,135,mangkhut2018,11
984,2018,MANGKHUT,201809111200.00, TS,13.7,138.6,140,mangkhut2018,11
985,2018,MANGKHUT,201809111800.00, TS,13.9,137.3,140,mangkhut2018,11
986,2018,MANGKHUT,201809120000.00, TS,13.9,136.2,140,mangkhut2018,11
987,2018,MANGKHUT,201809120600.00, TS,14,135.2,150,mangkhut2018,11
988,2018,MANGKHUT,201809121200.00, TS,14.2,134,150,mangkhut2018,11
989,2018,MANGKHUT,201809121800.00, TS,14.3,132.5,155,mangkhut2018,11
990,2018,MANGKHUT,201809130000.00, TS,14.5,131.2,145,mangkhut2018,11
991,2018,MANGKHUT,201809130600.00, TS,14.7,130.1,145,mangkhut2018,11
992,2018,MANGKHUT,201809131200.00, TS,15,129,145,mangkhut2018,11
993,2018,MANGKHUT,201809131800.00, TS,15.2,127.9,150,mangkhut2018,11
994,2018,MANGKHUT,201809140000.00, TS,15.9,126.9,150,mangkhut2018,11
995,2018,MANGKHUT,201809140600.00, TS,16.8,125.6,145,mangkhut2018,11
996,2018,MANGKHUT,201809141200.00, TS,17.4,124.1,145,mangkhut2018,11
997,2018,MANGKHUT,201809141800.00, TS,18,122.3,145,mangkhut2018,11
998,2018,MANGKHUT,201809150000.00, TS,18.1,120.6,115,mangkhut2018,11
999,2018,MANGKHUT,201809150600.00, TS,18.5,119.7,105,mangkhut2018,11
1000,2018,MANGKHUT,201809151200.00, TS,19.2,118.4,105,mangkhut2018,11
1001,2018,MANGKHUT,201809151800.00, TS,19.8,116.9,90,mangkhut2018,11
1002,2018,MANGKHUT,201809160000.00, TS,20.7,115.2,85,mangkhut2018,11
1003,2018,MANGKHUT,201809160600.00, TS,21.6,113.6,80,mangkhut2018,11
1004,2018,MANGKHUT,201809161200.00, TS,22.1,111.8,70,mangkhut2018,11
1005,2018,MANGKHUT,201809161800.00, TS,22.4,109.6,55,mangkhut2018,11
1006,2018,MANGKHUT,201809170000.00, TS,23,108.3,45,mangkhut2018,11
