gridid,glat,glon
PH086015000,11.697,125.020
PH086016000,12.058,124.710
PH086017000,11.434,125.000
PH086018000,11.926,124.430
PH086019000,11.509,124.840
PH061903000,11.312,122.610
PH061904000,11.249,122.740
PH061905000,11.520,122.680
PH061906000,11.367,122.400
PH086025000,11.983,124.900
PH086026000,11.964,124.750
PH086401000,10.289,125.230
PH086402000,10.382,124.920
PH086403000,10.385,125.150
PH086404000,10.345,125.230
PH086405000,10.329,125.060
PH086406000,10.133,125.160
PH086407000,10.183,124.860
PH086408000,10.091,124.950
PH086409000,10.166,124.960
PH061907000,11.353,122.840
PH061908000,11.431,122.580
PH061909000,11.535,122.830
PH086411000,9.975,125.240
PH086412000,10.317,125.110
PH086413000,10.069,125.160
PH086414000,10.272,125.190
PH086415000,9.990,125.250
PH086416000,10.514,125.120
PH086417000,10.449,124.990
PH086418000,10.275,124.950
PH086419000,9.931,125.070
PH087801000,11.635,124.400
PH087802000,11.505,124.480
PH087803000,11.505,124.560
PH087804000,11.562,124.550
PH087805000,11.636,124.500
PH087806000,11.676,124.420
PH087807000,11.789,124.320
PH087808000,11.570,124.430
PH097201000,8.593,123.440
PH097202000,8.505,123.340
PH097203000,8.399,123.270
PH061910000,11.442,122.770
PH061911000,11.462,123.010
PH061912000,11.438,122.860
PH061913000,11.419,122.940
PH061914000,11.556,122.740
PH061915000,11.500,122.580
PH061916000,11.429,122.660
PH061917000,11.257,122.410
PH063001000,11.145,122.990
PH063002000,10.854,122.380
PH063003000,11.002,122.730
PH063004000,10.991,122.530
PH063005000,11.455,123.080
PH063006000,11.040,122.790
PH063012000,10.881,122.490
PH063013000,11.151,122.490
PH063014000,11.520,123.180
PH063015000,11.217,123.110
PH063016000,11.012,122.660
PH063017000,11.056,122.580
PH063018000,10.835,122.710
PH063019000,11.453,123.130
PH063020000,10.693,122.310
PH063021000,10.754,122.240
PH063022000,10.723,122.550
PH063023000,10.996,122.420
PH063025000,11.109,122.390
PH063026000,10.790,122.590
PH063027000,11.229,122.910
PH063028000,10.825,122.340
PH063029000,10.926,122.390
PH063030000,10.685,122.180
PH063031000,10.930,122.580
PH063032000,10.872,122.570
PH063034000,10.725,122.460
PH063035000,11.167,122.660
PH140114000,17.327,120.680
PH063036000,10.770,122.530
PH063037000,10.930,122.630
PH063038000,11.327,123.070
PH118201000,7.689,126.150
PH063039000,11.105,122.710
PH063040000,10.596,122.070
PH071212000,9.836,124.190
PH071213000,9.849,124.030
PH071214000,9.945,124.040
PH118202000,7.863,125.800
PH118203000,7.300,125.930
PH118204000,7.404,125.940
PH063041000,10.785,122.470
PH063042000,11.153,122.820
PH071215000,9.689,123.930
PH071216000,9.719,123.900
PH071217000,9.907,124.270
PH063043000,10.823,122.540
PH063044000,11.302,122.990
PH063045000,10.715,122.370
PH063046000,10.801,122.280
PH063047000,10.827,122.620
PH067901000,10.689,122.660
PH067902000,10.607,122.570
PH067903000,10.468,122.540
PH067904000,10.594,122.670
PH067905000,10.514,122.610
PH071201000,9.637,123.960
PH071204000,9.790,123.910
PH071205000,9.636,123.910
PH071206000,9.766,123.990
PH071207000,9.804,124.120
PH071208000,9.706,124.110
PH071209000,10.046,124.160
PH071210000,9.883,123.880
PH071237000,9.855,123.950
PH071238000,9.979,124.330
PH071244000,10.045,124.320
PH071245000,9.926,123.970
PH071246000,9.998,124.450
PH071247000,9.664,124.210
PH071248000,10.129,124.370
PH072201000,9.965,123.440
PH072202000,9.711,123.460
PH072203000,9.744,123.380
PH072204000,10.194,123.570
PH072205000,9.918,123.540
PH072206000,10.580,123.790
PH072207000,9.850,123.410
PH072208000,10.483,123.770
PH072209000,11.188,123.720
PH072210000,10.113,123.530
PH072211000,11.019,123.990
PH072212000,9.641,123.440
PH072213000,10.849,123.990
PH072214000,10.119,123.630
PH072215000,10.599,123.970
PH072216000,10.670,123.970
PH072217000,10.379,123.860
PH072218000,10.472,123.970
PH072219000,10.396,123.950
PH072220000,10.259,123.950
PH072221000,11.227,124.020
PH072222000,9.800,123.480
PH072223000,10.540,123.940
PH072224000,10.041,123.470
PH072225000,9.579,123.340
PH072226000,10.287,123.990
PH072227000,10.420,123.970
PH072228000,11.266,123.730
PH072229000,9.656,123.360
PH072230000,10.345,123.940
PH072231000,11.143,123.970
PH072232000,10.277,123.780
PH072233000,9.938,123.420
PH072234000,10.243,123.720
PH072235000,9.539,123.400
PH072236000,10.770,124.530
PH072237000,10.266,123.610
PH072238000,10.672,124.430
PH072239000,9.994,123.450
PH072240000,9.508,123.320
PH072241000,10.185,123.670
PH083702000,11.220,124.860
PH083703000,10.924,124.710
PH083705000,11.386,124.900
PH083706000,11.306,124.770
PH083707000,10.335,124.840
PH083708000,10.675,124.830
PH083710000,10.935,124.830
PH083713000,11.478,124.370
PH083714000,11.288,124.580
PH083715000,11.254,124.690
PH083717000,11.069,124.870
PH083718000,10.965,125.000
PH083719000,10.415,124.820
PH083720000,10.457,124.760
PH083721000,10.515,124.810
PH083722000,10.922,124.450
PH083723000,11.160,124.760
PH083724000,10.748,124.910
PH118205000,7.338,126.160
PH083725000,10.971,124.950
PH083726000,11.182,124.600
PH083728000,10.885,124.910
PH083729000,11.341,124.490
PH083730000,10.825,124.930
PH083731000,10.582,124.960
PH083733000,11.136,124.460
PH083734000,10.260,124.820
PH083735000,10.882,124.980
PH083736000,10.957,124.500
PH083738000,11.054,124.650
PH083739000,11.159,124.970
PH083740000,11.029,124.420
PH083741000,11.124,124.880
PH083742000,11.433,124.350
PH083743000,11.321,124.840
PH083744000,11.183,124.920
PH083745000,11.320,124.410
PH083746000,11.038,124.950
PH083747000,11.271,124.950
PH083748000,11.084,124.990
PH083749000,11.035,125.020
PH118206000,7.505,125.930
PH083750000,11.254,124.750
PH083751000,11.214,124.430
PH084801000,12.512,124.300
PH084802000,12.659,124.390
PH084803000,12.439,124.530
PH084804000,12.428,124.160
PH084805000,12.424,124.620
PH084806000,12.391,125.090
PH084807000,12.387,125.260
PH084808000,12.539,125.020
PH084809000,12.312,125.280
PH086020000,11.909,124.780
PH086021000,11.539,124.940
PH086022000,11.874,125.120
PH086023000,11.661,124.850
PH086024000,12.062,124.190
PH097204000,8.460,123.520
PH097205000,8.036,122.530
PH097206000,8.083,122.670
PH097207000,8.462,123.100
PH097208000,8.381,123.510
PH097209000,8.418,123.450
PH097210000,8.454,123.390
PH097211000,8.423,123.180
PH097212000,8.554,123.530
PH097213000,8.074,122.790
PH097214000,8.289,123.380
PH118210000,7.523,126.180
PH118211000,7.202,126.040
PH118601000,6.142,125.630
PH118602000,5.846,125.520
PH118603000,6.319,125.540
PH097215000,8.156,123.120
PH097216000,7.306,122.070
PH097217000,8.604,123.480
PH097218000,8.193,123.020
PH097219000,7.685,122.220
PH097220000,7.543,122.190
PH097221000,7.960,122.680
PH097222000,8.395,123.050
PH097223000,7.949,122.360
PH097224000,7.820,122.250
PH097225000,7.993,122.830
PH097226000,8.055,122.940
PH097227000,7.952,122.530
PH097302000,7.949,123.580
PH097303000,7.899,123.030
PH097305000,7.530,123.310
PH097306000,7.627,123.340
PH097307000,7.774,123.380
PH118605000,5.418,125.420
PH124701000,7.475,124.580
PH097308000,8.162,123.280
PH097311000,7.775,123.130
PH097312000,7.909,123.420
PH097313000,7.684,123.190
PH097318000,8.028,123.250
PH097315000,8.154,123.420
PH097317000,7.575,123.180
PH097319000,8.166,123.480
PH097322000,7.885,123.340
PH097323000,8.019,123.450
PH097324000,7.691,123.260
PH097325000,7.679,123.420
PH097327000,7.420,123.410
PH097328000,8.062,123.550
PH097330000,7.908,123.530
PH097332000,7.156,122.140
PH126315000,6.572,124.760
PH126316000,6.138,124.870
PH097333000,7.892,123.150
PH126318000,6.457,124.660
PH126319000,6.244,124.590
PH126501000,6.469,124.510
PH097337000,8.215,123.530
PH097338000,7.447,123.330
PH097340000,8.035,123.370
PH097343000,7.749,123.310
PH098304000,7.645,122.930
PH098305000,7.782,122.570
PH098306000,7.862,122.820
PH098307000,7.390,122.890
PH098308000,7.620,123.000
PH097344000,7.843,123.250
PH098301000,7.520,122.920
PH098302000,7.754,123.040
PH098303000,7.786,122.950
PH098310000,7.337,122.820
PH098311000,7.588,122.840
PH098312000,7.702,122.430
PH098313000,7.735,122.870
PH098314000,7.367,122.850
PH098315000,7.845,122.510
PH098316000,7.568,122.370
PH099701000,6.651,121.980
PH101301000,8.246,124.700
PH101302000,7.459,124.960
PH101303000,7.596,125.010
PH101304000,7.692,124.920
PH101305000,8.393,125.120
PH101306000,7.540,124.870
PH101307000,7.780,124.730
PH101308000,7.521,125.000
PH101309000,7.566,125.150
PH101310000,8.062,124.980
PH101311000,8.333,124.750
PH101318000,7.813,125.350
PH101319000,8.286,124.930
PH101320000,8.056,124.690
PH101321000,7.912,125.080
PH101322000,8.073,125.320
PH101801000,9.169,124.670
PH101802000,9.120,124.770
PH101803000,9.168,124.760
PH101804000,9.220,124.710
PH101805000,9.128,124.730
PH103501000,8.151,124.020
PH103502000,8.117,124.220
PH103503000,7.979,123.820
PH103504000,8.231,124.370
PH103505000,7.893,123.730
PH103506000,7.794,123.740
PH103515000,7.791,123.930
PH103516000,8.050,124.160
PH103517000,8.096,124.120
PH103518000,7.904,123.890
PH103519000,7.835,123.840
PH103520000,8.159,124.310
PH103521000,8.029,123.980
PH103522000,7.981,123.890
PH103523000,8.088,124.280
PH104201000,8.394,123.760
PH104202000,8.616,123.610
PH104203000,8.081,123.590
PH104204000,8.521,123.640
PH104205000,8.210,123.770
PH104206000,8.410,123.590
PH104207000,8.331,123.760
PH104208000,8.498,123.700
PH104209000,8.451,123.730
PH104210000,8.156,123.770
PH104211000,8.362,123.790
PH104212000,8.588,123.690
PH104213000,8.513,123.580
PH104214000,8.295,123.750
PH104215000,8.105,123.680
PH104216000,8.250,123.750
PH112314000,7.602,125.850
PH112315000,7.330,125.600
PH112317000,7.051,125.730
PH126502000,6.637,125.010
PH140115000,17.586,121.020
PH112318000,7.511,125.630
PH112319000,7.431,125.790
PH112322000,7.687,125.490
PH140116000,17.414,120.710
PH112323000,7.440,125.680
PH112324000,7.749,125.700
PH112401000,6.856,125.220
PH112402000,7.264,125.410
PH112403000,6.839,125.310
PH112404000,6.693,125.300
PH112406000,6.531,125.200
PH112407000,6.756,125.110
PH112408000,6.537,125.370
PH133902000,14.601,120.970
PH112410000,6.661,125.160
PH118207000,7.865,126.070
PH133903000,14.599,120.980
PH118208000,7.742,125.960
PH118209000,7.549,126.000
PH133904000,14.599,120.960
PH124703000,7.173,124.850
PH124704000,7.037,125.060
PH133909000,14.590,120.970
PH124705000,7.288,124.540
PH124706000,7.132,125.170
PH124707000,6.932,125.110
PH124708000,7.200,124.950
PH124709000,7.152,124.520
PH140102000,17.379,120.860
PH124710000,6.941,124.900
PH140103000,17.524,120.720
PH124711000,7.308,124.430
PH124712000,7.054,124.640
PH124713000,7.303,125.000
PH124714000,6.817,124.950
PH124715000,7.264,125.060
PH124716000,7.483,124.710
PH124717000,7.169,124.620
PH124718000,7.353,125.170
PH140104000,17.437,120.840
PH140105000,17.450,120.950
PH126302000,6.407,124.790
PH126303000,6.131,125.130
PH140117000,17.537,120.660
PH126306000,6.479,124.880
PH126311000,6.531,124.670
PH126312000,6.261,125.080
PH126313000,6.337,124.710
PH126314000,6.470,125.010
PH126317000,6.350,124.980
PH140118000,17.539,120.570
PH126503000,6.710,124.460
PH126504000,6.612,124.440
PH126505000,6.510,124.160
PH126506000,6.670,124.160
PH126507000,6.603,124.870
PH126508000,6.791,124.630
PH126509000,6.293,124.250
PH126510000,6.718,124.730
PH126511000,6.656,124.670
PH126512000,6.430,124.340
PH128001000,6.168,125.350
PH128002000,5.785,125.340
PH128003000,6.009,124.700
PH128004000,5.939,124.960
PH128005000,6.118,124.470
PH128006000,6.000,125.390
PH128007000,6.363,125.300
PH129804000,7.209,124.230
PH133901000,14.619,120.960
PH133905000,14.621,120.980
PH133906000,14.605,121.000
PH133907000,14.596,120.990
PH140106000,17.745,120.620
PH140107000,17.647,120.720
PH133908000,14.584,120.980
PH133910000,14.568,120.990
PH133911000,14.585,120.990
PH133912000,14.590,121.000
PH133913000,14.589,120.960
PH133914000,14.578,121.000
PH140109000,17.697,120.970
PH137401000,14.583,121.040
PH137402000,14.647,121.100
PH137403000,14.579,121.080
PH137404000,14.680,121.060
PH137405000,14.602,121.030
PH137501000,14.730,121.030
PH137502000,14.674,120.950
PH137503000,14.675,120.930
PH137504000,14.710,120.970
PH137601000,14.441,120.990
PH137602000,14.553,121.030
PH137603000,14.402,121.030
PH137604000,14.484,121.010
PH137605000,14.531,121.000
PH137606000,14.545,121.060
PH137607000,14.517,121.060
PH140101000,17.611,120.600
PH140108000,17.665,120.650
PH140110000,17.636,120.780
PH140111000,17.780,120.710
PH140112000,17.611,120.530
PH140113000,17.573,120.870
PH140119000,17.376,120.580
PH140120000,17.483,120.790
PH140121000,17.475,120.610
PH140122000,17.706,120.750
PH140123000,17.522,120.510
PH140124000,17.607,120.670
PH140126000,17.255,120.800
PH141108000,16.607,120.590
PH140127000,17.394,120.630
PH141112000,16.499,120.510
PH141113000,16.321,120.550
PH141101000,16.593,120.710
PH153836000,7.001,124.480
PH141102000,16.400,120.590
PH141103000,16.810,120.680
PH141104000,16.461,120.800
PH141105000,16.745,120.840
PH141109000,16.702,120.670
PH141106000,16.317,120.700
PH142702000,16.872,120.980
PH141114000,16.506,120.630
PH141110000,16.463,120.590
PH141111000,16.856,120.790
PH142703000,16.775,121.080
PH142704000,16.785,121.210
PH160210000,9.259,125.640
PH160211000,9.214,125.550
PH142707000,16.959,121.490
PH142701000,16.928,121.100
PH142705000,16.693,121.190
PH142706000,16.901,121.240
PH142708000,16.939,121.360
PH143215000,17.261,121.110
PH144401000,17.074,121.130
PH143206000,17.354,121.170
PH143208000,17.353,121.050
PH160212000,9.065,125.650
PH143209000,17.575,121.370
PH166711000,9.507,125.680
PH166714000,9.562,125.500
PH166715000,9.566,125.430
PH166716000,9.855,126.080
PH166717000,9.639,125.580
PH144409000,17.094,120.900
PH166718000,9.939,126.000
PH166719000,9.714,125.410
PH166720000,9.934,126.070
PH166721000,10.014,126.050
PH144404000,17.093,120.980
PH144405000,17.123,121.280
PH144402000,16.929,120.870
PH144403000,17.120,120.830
PH150706000,6.524,122.150
PH148101000,18.297,121.060
PH148102000,17.758,121.250
PH148103000,18.134,121.410
PH166722000,9.647,125.490
PH166723000,9.656,125.940
PH166724000,9.776,125.540
PH166725000,9.707,125.590
PH175319000,10.455,119.190
PH153820000,6.921,124.510
PH144406000,17.181,121.450
PH144407000,16.962,120.920
PH175904000,12.612,122.060
PH144410000,16.989,120.810
PH148107000,18.269,121.440
PH150702000,6.641,122.090
PH150703000,6.620,121.860
PH150704000,6.516,121.900
PH150705000,6.488,122.010
PH148104000,17.994,121.150
PH150707000,6.602,122.200
PH150708000,6.644,122.190
PH150709000,6.485,122.170
PH150710000,6.636,122.270
PH150711000,6.508,122.100
PH150712000,6.675,121.590
PH150713000,6.321,121.980
PH166727000,9.574,125.560
PH166801000,8.524,126.120
PH166802000,8.952,126.250
PH166803000,8.183,126.280
PH166804000,8.895,126.270
PH166805000,9.300,125.870
PH166806000,9.183,125.890
PH166807000,9.387,125.870
PH166808000,9.210,126.140
PH166809000,8.392,126.300
PH166810000,9.161,126.010
PH166811000,8.694,126.070
PH166812000,8.064,126.370
PH166813000,9.241,125.880
PH166814000,8.825,126.200
PH166815000,8.754,126.190
PH184506000,9.765,122.620
PH148105000,18.305,121.300
PH148106000,18.145,121.310
PH175205000,13.354,121.180
PH175206000,12.933,121.370
PH175207000,12.542,121.350
PH175208000,13.229,121.180
PH175209000,13.019,121.410
PH175210000,13.132,121.440
PH153601000,7.888,124.120
PH153602000,7.538,124.140
PH153603000,7.921,124.180
PH175211000,13.461,120.930
PH175212000,12.620,121.450
PH175213000,13.384,120.940
PH175214000,13.054,121.330
PH175215000,13.143,121.240
PH175301000,9.508,118.440
PH175302000,11.254,120.920
PH175303000,10.579,119.910
PH175304000,8.067,117.100
PH175305000,8.566,117.420
PH175306000,8.851,117.810
PH175307000,12.173,119.950
PH175308000,9.583,121.170
PH175309000,12.053,120.170
PH175310000,10.919,120.930
PH175311000,10.524,119.660
PH175312000,11.195,119.450
PH175313000,11.428,119.810
PH175314000,10.887,121.050
PH175315000,9.277,118.290
PH175316000,9.914,118.780
PH175317000,9.253,118.030
PH175318000,10.332,119.290
PH153604000,7.777,124.190
PH175320000,10.822,119.460
PH153605000,7.795,124.150
PH175321000,11.053,114.280
PH175322000,11.834,119.970
PH175323000,8.832,117.560
PH175324000,9.065,118.010
PH175901000,12.301,122.050
PH175902000,12.939,122.070
PH175903000,12.418,122.640
PH153606000,8.003,124.450
PH153607000,7.674,124.360
PH175905000,12.926,121.700
PH175906000,12.806,122.050
PH175907000,12.268,122.000
PH175908000,12.472,122.520
PH175909000,12.400,122.010
PH175910000,12.549,122.280
PH175911000,12.554,122.100
PH175912000,12.540,122.040
PH175913000,12.382,122.550
PH175914000,12.064,121.930
PH175915000,12.165,122.000
PH175916000,12.327,121.950
PH175917000,12.406,122.080
PH184501000,10.647,122.990
PH184502000,10.500,122.980
PH184503000,10.133,122.990
PH184504000,10.852,123.250
PH184505000,10.639,123.400
PH153609000,7.807,124.100
PH153622000,7.832,124.350
PH153610000,8.066,124.370
PH153623000,7.798,124.040
PH153611000,7.785,124.470
PH153640000,7.718,124.250
PH153612000,7.750,124.230
PH153613000,7.919,124.070
PH153614000,7.872,124.030
PH153615000,7.627,124.070
PH153616000,7.962,124.220
PH153617000,8.021,124.290
PH153641000,7.729,124.210
PH153801000,6.786,124.420
PH153618000,7.793,124.360
PH153619000,7.918,124.360
PH153620000,7.751,124.120
PH184507000,9.908,122.550
PH184508000,10.843,123.050
PH184509000,10.802,123.470
PH184510000,10.060,122.920
PH184511000,10.269,122.900
PH184512000,9.585,122.570
PH184513000,9.830,122.720
PH184514000,10.206,123.030
PH184515000,9.856,122.820
PH184516000,10.414,122.980
PH153821000,7.036,124.360
PH153621000,7.992,124.160
PH184611000,10.194,123.220
PH184612000,10.011,123.120
PH184613000,10.074,123.150
PH184614000,9.699,122.920
PH184615000,9.702,123.060
PH153823000,6.785,124.770
PH153824000,7.300,124.270
PH153624000,7.996,124.350
PH160208000,9.028,125.540
PH160209000,8.928,125.330
PH153625000,8.042,124.240
PH175203000,12.702,121.400
PH175204000,12.373,121.310
PH153626000,7.872,124.330
PH153627000,7.898,124.340
PH153806000,7.037,124.470
PH153807000,7.095,124.230
PH184610000,9.303,123.280
PH153628000,7.731,124.160
PH153629000,7.905,124.140
PH153630000,7.647,124.700
PH153631000,7.631,124.180
PH153632000,7.718,124.070
PH153633000,7.951,124.390
PH153634000,7.910,124.490
PH153635000,7.700,123.970
PH153636000,7.773,124.280
PH153637000,7.759,124.590
PH153638000,8.092,124.460
PH153639000,7.488,124.180
PH153802000,7.505,124.420
PH153803000,6.697,124.800
PH153808000,6.892,124.460
PH153805000,6.743,124.900
PH153809000,7.478,124.240
PH153810000,6.969,124.730
PH153811000,7.362,124.250
PH153812000,7.254,124.310
PH153813000,6.916,124.630
PH153814000,7.119,124.360
PH153815000,6.960,124.110
PH153816000,6.946,124.300
PH153817000,6.822,124.220
PH153819000,6.841,124.740
PH153818000,7.480,124.320
PH153822000,7.063,124.760
PH153825000,6.930,124.360
PH153826000,6.955,124.430
PH153828000,6.818,124.530
PH153829000,6.919,124.560
PH153830000,6.913,124.010
PH153831000,7.010,124.350
PH153832000,6.655,124.840
PH153833000,6.752,124.800
PH153834000,7.169,124.420
PH153835000,6.855,124.400
PH153837000,6.955,124.500
PH156601000,5.994,120.960
PH156602000,6.053,121.000
PH156603000,5.912,121.280
PH156604000,5.966,121.320
PH156605000,5.949,121.010
PH156606000,6.228,120.910
PH156607000,5.982,121.230
PH156608000,6.221,120.470
PH156609000,5.936,120.920
PH156610000,5.818,121.160
PH156611000,6.049,121.080
PH156612000,5.537,120.860
PH156613000,5.961,121.090
PH156614000,5.711,120.960
PH156615000,6.049,121.740
PH156616000,5.966,121.180
PH156617000,5.686,120.830
PH156618000,5.558,120.700
PH156619000,5.989,121.390
PH157001000,5.140,120.000
PH157002000,5.089,119.810
PH157003000,7.009,118.470
PH157004000,4.865,119.820
PH157005000,4.749,119.400
PH157006000,5.280,120.560
PH157007000,5.222,120.240
PH157008000,6.159,118.210
PH157009000,5.261,120.090
PH157010000,5.090,120.220
PH157011000,4.781,119.470
PH160201000,8.845,125.370
PH160202000,8.903,125.570
PH160203000,9.144,125.650
PH160204000,8.953,125.250
PH160205000,9.346,125.600
PH160206000,9.412,125.630
PH160207000,8.735,125.500
PH160301000,8.759,125.790
PH160302000,8.194,126.030
PH160303000,8.611,125.460
PH160304000,8.257,125.600
PH160305000,8.098,125.660
PH160306000,8.647,125.900
PH160307000,8.333,126.030
PH160308000,8.471,125.940
PH160309000,8.432,125.520
PH160310000,8.005,126.010
PH160311000,8.403,125.790
PH160312000,8.068,126.140
PH160313000,8.037,125.900
PH160314000,8.969,125.770
PH166701000,9.485,125.600
PH166702000,9.573,125.620
PH166704000,10.000,126.070
PH166706000,9.475,125.780
PH166707000,9.750,126.040
PH166708000,9.858,125.990
PH166710000,9.788,126.130
PH166816000,8.928,125.980
PH166817000,8.415,126.180
PH166818000,8.949,126.140
PH166819000,9.074,126.120
PH168501000,10.090,125.550
PH168502000,10.028,125.650
PH168503000,9.974,125.600
PH168504000,10.190,125.560
PH168505000,10.367,125.610
PH168506000,10.018,125.600
PH168507000,10.282,125.580
PH174001000,13.395,121.910
PH174002000,13.255,121.970
PH174003000,13.324,121.880
PH174004000,13.496,121.890
PH174005000,13.462,122.030
PH174006000,13.327,122.050
PH175101000,13.397,120.720
PH175102000,12.627,120.990
PH175103000,13.745,120.270
PH175104000,13.811,120.130
PH175105000,12.337,121.180
PH175106000,13.241,120.680
PH175107000,13.415,120.470
PH175108000,12.557,121.060
PH175109000,12.889,121.030
PH175110000,12.455,121.130
PH175111000,13.116,120.840
PH175201000,13.305,120.980
PH175202000,12.829,121.350
PH184517000,10.343,123.070
PH184518000,10.914,123.140
PH184519000,10.271,123.110
PH184520000,10.579,123.100
PH184521000,10.356,122.920
PH184522000,10.520,122.810
PH184523000,10.851,123.390
PH184524000,10.489,123.300
PH184525000,10.418,122.870
PH184526000,10.767,123.080
PH184527000,9.749,122.470
PH184528000,10.701,123.080
PH184529000,10.726,123.440
PH184530000,10.462,122.850
PH184531000,10.850,123.110
PH184532000,10.589,123.250
PH184601000,9.429,123.170
PH184602000,9.850,123.030
PH184603000,9.249,123.260
PH184604000,9.591,123.020
PH184605000,9.456,122.660
PH184606000,9.509,122.810
PH184607000,9.761,123.070
PH184608000,10.377,123.200
PH184609000,9.204,123.220
PH184616000,9.428,123.040
PH184617000,9.404,123.210
PH184618000,9.297,122.940
PH184619000,9.147,123.030
PH184620000,9.351,123.160
PH184621000,9.505,123.040
PH184622000,9.944,123.070
PH184623000,9.291,123.160
PH184624000,10.343,123.290
PH184625000,9.162,123.160
PH012806000,18.480,120.640
